"X","Unnamed..0","Time","Engine_Coolant_Temperature_degreesC","Intake_Manifold_Absolute_Pressure_kPa","Engine_RPM_RPM","Vehicle_Speed_Sensor_km_h","Intake_Air_Temperature_degreesC","Air_Flow_Rate_from_Mass_Flow_Sensor_g_s","Absolute_Throttle_Position_","Ambient_Air_Temperature_degreesC","Accelerator_Pedal_Position_D_","Accelerator_Pedal_Position_E_","label","Engine_Coolant_Temperature_A_degreesC","Intake_Air_Temperature_A_degreesC","Ambient_Air_Temperature_A_degreesC","distance_from_1","Predicted_Air_Flow_Rate_from_Mass_Flow_Sensor_g_s"
1317334,195925,"19:42:40.511",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,31,2.08978457261987,27.1,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,34.1528251010101
1317330,195921,"19:42:40.092",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,83.5,2.08978457261987,48.2,49,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,31.229544047619
1317331,195922,"19:42:40.180",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,31,2.08978457261987,48.2,49,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,32.5073742857143
1317332,195923,"19:42:40.300",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,31,2.08978457261987,48.2,49,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,32.5073742857143
1317333,195924,"19:42:40.390",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,31,2.08978457261987,27.1,49,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,34.8003767676768
1317335,195926,"19:42:40.600",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.27,31,2.08978457261987,27.1,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,115.167491811206,34.1528251010101
1291115,161422,"09:03:39.330",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,31,2.08978457261987,21.2,25.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,33.6712817676768
1291114,161421,"09:03:39.239",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,31,2.08978457261987,21.2,25.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,33.6712817676768
1291113,161420,"09:03:39.149",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,31,2.08978457261987,21.2,56.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,34.8026567676768
1291112,161419,"09:03:39.059",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,31,2.08978457261987,60.4,56.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,33.323558982684
1291111,161418,"09:03:38.970",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,31,2.08978457261987,60.4,56.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,33.323558982684
1291110,161417,"09:03:38.880",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.58,83.5,2.08978457261987,60.4,56.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,116.02110569952,32.3832537445887
1390979,280889,"19:29:26.653",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,31,2.08978457261987,25.1,32.9,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,34.4241801010101
1390978,280888,"19:29:26.592",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,31,2.08978457261987,25.1,32.9,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,34.4241801010101
1390977,280887,"19:29:26.502",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,31,2.08978457261987,25.1,54.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,35.1689917676768
1390976,280886,"19:29:26.442",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,31,2.08978457261987,56.9,54.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,33.4240923160173
1390975,280885,"19:29:26.352",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,31,2.08978457261987,56.9,54.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,33.4240923160173
1390974,280884,"19:29:26.292",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.22,83.5,2.08978457261987,56.9,54.1,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,126.422448008437,32.4958037445887
1416617,308004,"21:16:50.487",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,31,2.08978457261987,50.2,58,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,33.3597868398268
1416616,308003,"21:16:50.307",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,31,2.08978457261987,50.2,58,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,33.3597868398268
1416615,308002,"21:16:50.187",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,31,2.08978457261987,50.2,51.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,32.6991846969697
1416614,308001,"21:16:50.113",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,31,2.08978457261987,54.9,51.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,32.7685251731602
1416613,308000,"21:16:49.947",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,31,2.08978457261987,54.9,51.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,32.7685251731602
1416612,307999,"21:16:49.828",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,35.36,83.5,2.08978457261987,54.9,51.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,128.7631791474,31.7011766017316
1356758,241244,"08:41:07.444",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,14.1,14.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,31.8065032084582
1356759,241245,"08:41:07.505",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,14.1,14.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,31.8065032084582
1356754,241240,"08:41:07.057",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,52.5,49.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,31.5803352380952
1356755,241241,"08:41:07.143",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,52.5,49.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,31.5803352380952
1356756,241242,"08:41:07.264",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,52.5,49.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,31.5803352380952
1356757,241243,"08:41:07.354",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.27,83.5,2.08978457261987,14.1,49.8,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,130.252858399104,32.2359767676768
1374192,261315,"20:09:50.084",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,36.88,83.5,2.08978457261987,47.8,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.386208616038,31.212894047619
1374198,261321,"20:09:51.347",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,31,2.08978457261987,43.9,52.2,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,34.0620677777778
1374194,261317,"20:09:50.620",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,83.5,2.08978457261987,47.8,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,31.212894047619
1374195,261318,"20:09:50.768",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,31,2.08978457261987,47.8,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,32.541990952381
1374199,261322,"20:09:51.567",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,31,2.08978457261987,43.9,52.2,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,34.0620677777778
1374193,261316,"20:09:50.356",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,36.88,83.5,2.08978457261987,47.8,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,31.212894047619
1374197,261320,"20:09:51.182",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,31,2.08978457261987,43.9,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,33.5883765873016
1374196,261319,"20:09:51.016",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,37.16,31,2.08978457261987,47.8,48.6,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,131.411455367071,32.541990952381
1349643,232356,"08:54:48.159",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.63,83.5,2.08978457261987,45.9,46.3,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,133.922668811566,31.5057165079365
1349642,232355,"08:54:48.071",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.63,83.5,2.08978457261987,45.9,46.3,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,134.389904510785,31.5057165079365
1326801,205678,"08:27:05.846",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.44,83.5,2.08978457261987,36.1,36.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,134.915348554472,31.7016317676768
1326280,205067,"08:26:15.568",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,31,2.08978457261987,53.7,56.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,33.302873982684
1326277,205064,"08:26:15.299",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,31,2.08978457261987,41.2,20,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,32.6911305555556
1326278,205065,"08:26:15.389",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,31,2.08978457261987,41.2,20,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,32.6911305555556
1326279,205066,"08:26:15.479",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,31,2.08978457261987,53.7,20,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,31.3258383333334
1326276,205063,"08:26:15.209",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,83.5,2.08978457261987,41.2,20,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,30.8228143650794
1326281,205068,"08:26:15.689",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.91,31,2.08978457261987,53.7,56.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.179021880319,33.302873982684
1326761,205638,"08:27:02.758",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,30.05,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.564719011252,30.4342095454545
1393683,283793,"19:36:27.498",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.38,83.5,2.08978457261987,46.7,48.2,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.631362097831,31.7544823809524
1326762,205639,"08:27:02.845",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,30.05,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.632897844423,30.4342095454545
1393682,283792,"19:36:27.251",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.38,83.5,2.08978457261987,46.7,48.2,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,136.646165031994,31.7544823809524
1326763,205640,"08:27:02.907",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,30.05,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.4342095454545
1326770,205647,"08:27:03.445",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,31,31.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,31.3264445454545
1326769,205646,"08:27:03.357",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,31,31.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,31.3264445454545
1326768,205645,"08:27:03.295",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,31,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.7404962121212
1326767,205644,"08:27:03.206",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.4342095454545
1326766,205643,"08:27:03.144",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.4342095454545
1326765,205642,"08:27:03.058",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,27.66,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.4342095454545
1326764,205641,"08:27:02.995",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,30.05,83.5,2.08978457261987,29.4,29.4,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.150348305945,30.4342095454545
1349641,232354,"08:54:47.981",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,38.63,83.5,2.08978457261987,45.9,46.3,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.1981177084,31.5057165079365
1326806,205683,"08:27:06.207",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,34.44,83.5,2.08978457261987,36.1,36.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.2864894713,31.7016317676768
1326805,205682,"08:27:06.145",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,34.44,83.5,2.08978457261987,36.1,36.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.2864894713,31.7016317676768
1326804,205681,"08:27:06.062",89.0878214037526,202.496189524059,2331.51739707618,133.334633538744,8.50566365531619,32.44,83.5,2.08978457261987,36.1,36.5,"fleet2",90.5326808537039,28.3942021342598,21.5861924556397,137.2864894713,31.7016317676768
